n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
chocano	—en el mar o en el campo, brisa u ola—,	en el mar o en el campo brisa u   ola	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	huye el tumulto a la ciudad sombría;	huye el tumulto a la ciudad sombría;	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	mas siempre inmensa hacia la aldea sola	mas siempre inmensa hacia la aldea sola	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	toma en verano aquella farsa impía,	toma en verano aquella farsa impía,	11	1 4 6 8 10	1 4 6 8 10	Endecasílabo sáfico pleno	1.0
chocano	que se viste de frac o arrastra cola...	que se viste de frac o arrastra cola...	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	¡Oh víctima triste de estúpida guerra, que yaces dormida!	oh víctima triste de   estúpida guerra que yaces dormida	19	1 2 5 9 12 15 18	-	versículo	1.0
chocano	¡oh aldea arruinada que en polvo infecundo descansas la frente!	¡oh aldea arruinada que en polvo infecundo descansas la frente!	19	1 2 5 8 12 15 18	-	versículo	1.0
chocano	¿por qué no te empinas; y rompes, con soplos de espíritu ardiente,	¿por qué no te empinas; y rompes, con soplos de espíritu ardiente,	18	2 3 5 8 11 14 17	-	Octodecasílabo	1.0
chocano	la paz del sepulcro, que bajo la losa te tiene oprimida?	la paz del sepulcro, que bajo la losa te tiene oprimida?	18	2 5 11 14 17	-	Octodecasílabo	1.0
chocano	Los viejos campeones con mano crispada, se tapan la herida,	Los viejos campeones con mano crispada, se tapan la herida,	19	2 6 9 12 15 18	-	versículo	1.0
chocano	y siguen luchando, con toda la furia de su alma valiente:	y siguen luchando, con toda la furia de su alma valiente:	18	2 5 8 11 14 17	-	Octodecasílabo	1.0
chocano	preciso es ¡oh aldea! que te alces airada también de repente,	preciso es ¡oh aldea! que te alces airada también de repente,	19	2 3 4 5 9 12 15 18	-	versículo	1.0
chocano	y sigas la lucha, la bárbara lucha de toda la vida...	y sigas la lucha, la bárbara lucha de toda la vida...	17	2 5 8 10 13 16	-	Heptadecasílabo	1.0
chocano	¡Camina! Es preciso marchar con el rumbo que lleva el Progreso:	¡Camina! Es preciso marchar con el rumbo que lleva el Progreso:	19	2 3 5 8 12 15 18	-	versículo	1.0
chocano	preciso es que, a impulsos del ansia, deslumbres mañana, si hoy brillas,	preciso es que, a impulsos del ansia, deslumbres mañana, si hoy brillas,	18	2 3 5 8 11 14 16 17	-	Octodecasílabo	1.0
chocano	llevando en las sienes de un sol sin desmayos prolífico beso.	llevando en las sienes de un sol sin desmayos prolífico beso.	19	2 5 7 8 12 15 18	-	versículo	1.0
chocano	¡Sacude la niebla! Ya el sol en tu rostro se empina y se agranda;	¡Sacude la niebla! Ya el sol en tu rostro se empina y se agranda;	19	2 5 7 8 12 15 18	-	versículo	1.0
chocano	y allá... sobre el flanco del morro, en las tristes y abiertas orillas,	y allá... sobre el flanco del morro, en las tristes y abiertas orillas,	19	2 5 8 12 15 18	-	versículo	1.0
chocano	te gritan las olas golpeando las peñas: —¡Levántate y anda!...	te gritan las olas golpeando las peñas: —¡Levántate y anda!...	18	2 5 9 12 15 17	-	Octodecasílabo	1.0
chocano	Suspirando en las cuerdas de mi lira,	Suspirando en las cuerdas de mi lira,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	la inspiración a torturarme empieza;	la inspiración a torturarme empieza;	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	y el suspiro —hecho mundo— en mi cabeza	y el suspiro —hecho mundo— en mi cabeza	11	3 4 6 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	por los abismos de la mente gira.	por los abismos de la mente gira.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	¿Quién cuando a Venus en las aguas mira,	¿Quién cuando a Venus en las aguas mira,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	no suspira al mirar tal gentileza?	no suspira al mirar tal gentileza?	11	1 3 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	Muda es la admiración a la belleza;	Muda es la admiración a la belleza;	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y el verdadero amor —no habla— ¡suspira!	y el verdadero amor —no habla— ¡suspira!	11	4 6 7 10	4 6 10	Endecasílabo sáfico corto	0.9
chocano	Con vago ideal, con místicos temblores	con vago idal con místicos temblores	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	y con arrullos de apagado acento,	y con arrullos de apagado acento,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	el suspiro disipa los dolores;	el suspiro disipa los dolores;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	y es, dando fuerzas e infundiendo calma,	y es, dando fuerzas e infundiendo calma,	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	jirón del alma... convertido en viento,	jirón del alma... convertido en viento,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	jirón del viento... convertido en alma.	jirón del viento... convertido en alma.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Como el que lucha hasta el postrer instante	Como el que lucha hasta el postrer instante	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	y no como el que tiembla y se intimida,	y no como el que tiembla y se intimida,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	caí, pero no a plomo: mi caída	caí, pero no a plomo: mi caída	11	2 5 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	describió una parábola gigante...	describió una parábola gigante...	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Fui el más amado de tu pecho amante	Fui el más amado de tu pecho amante	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	y fue el alma entre todas escogida:	y fue el alma entre todas escogida:	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	mas quise hacerte vida de mi vida:	mas quise hacerte vida de mi vida:	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	y entonces la Beatriz huyó del Dante.	y entonces la b#atriz huyó del dante	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	Volví al infierno. En el infierno ahora	Volví al infierno. En el infierno ahora	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	sueño con que tu mano protectora	sueño con que tu mano protectora	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	me levante a las cumbres del pasado;	me levante a las cumbres del pasado;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	debe de ser hermoso y elocuente,	debe de ser hermoso y   elocuente	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	ver entrar a los cielos nuevamente	ver entrar a los cielos nuevamente	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
chocano	a Satán redimido y perdonado.	a Satán redimido y perdonado.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	¡Oh, selva virginal! El arte es huella	¡Oh, selva virginal! El arte es huella	11	1 2 6 8 9 10	2 6 8 10	Endecasílabo heroico largo	0.8
chocano	De explorador en selva enmarañada	De explorador en selva enmarañada	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Tal el rayo de sol de una mirada	Tal el rayo de sol de una mirada	11	1 3 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	Penetra el corazón de una doncella.	Penetra el corazón de una doncella.	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	¡Oh selva virginal! Óyense en ella	¡Oh selva virginal! Óyense en ella	11	1 2 6 7 10	2 6 10	Endecasílabo heroico puro	0.8
chocano	De la fiera que corre la pisada,	De la fiera que corre la pisada,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Del río que se va la carcajada,	Del río que se va la carcajada,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	De la hoja que cae la querella...	de la   hoja que cae la querella	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Allí, cuando la lira ensaya un beso	Allí, cuando la lira ensaya un beso	11	2 6 8 9 10	2 6 8 10	Endecasílabo heroico largo	0.9
chocano	Y rompe desde el árbol de la vida,	Y rompe desde el árbol de la vida,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	En nuevos cantos de rarezas sumas,	En nuevos cantos de rarezas sumas,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Huye... y se pierde entre lo más espeso	Huye... y se pierde entre lo más espeso	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Una musa pagana, perseguida	Una musa pagana, perseguida	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	Por un salvaje de pintadas plumas.	Por un salvaje de pintadas plumas.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Hay en mi selva venenosas flores,	hay   en mi selva venenosas flores	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Frutos de salvación, crudas espinas	Frutos de salvación, crudas espinas	11	1 6 7 10	1 6 10	Endecasílabo enfático puro	0.9
chocano	Y maderas de olor... Veta de minas	Y maderas de olor... Veta de minas	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	Guarda en libros de piedra sus fulgores.	Guarda en libros de piedra sus fulgores.	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	Los suspensos follajes protectores	Los suspensos follajes protectores	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Se espejean en fuentes cristalinas,	Se espejean en fuentes cristalinas,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Como fantasmas de dolientes ruinas	Como fantasmas de dolientes ruinas	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	En los ojos de cándidos Amores...	En los ojos de cándidos Amores...	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Término huyó. Mi selva no rehúsa	Término huyó. Mi selva no rehúsa	11	1 4 6 8 10	1 4 6 8 10	Endecasílabo sáfico pleno	1.0
chocano	Ya los vientos de ayer y de mañana,	Ya los vientos de ayer y de mañana,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	Ya los diluvios de los libres riegos...	Ya los diluvios de los libres riegos...	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	¡Deje siquier la fugitiva musa,	¡Deje siquier la fugitiva musa,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Sobre un tronco de selva americana,	Sobre un tronco de selva americana,	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	Su dulce nombre en caracteres griegos!	Su dulce nombre en caracteres griegos!	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Siempre que el sol se rinde en su carrera,	Siempre que el sol se rinde en su carrera,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	La virgen selva enluta sus paisajes;	La virgen selva enluta sus paisajes;	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	Y hay pláticas de viento en los follajes.	Y hay pláticas de viento en los follajes.	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	Besos de amor y apóstrofes de fiera.	Besos de amor y apóstrofes de fiera.	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	Se presiente lejana madriguera;	Se presiente lejana madriguera;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Se ven sombras jugando en los ramajes;	Se ven sombras jugando en los ramajes;	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	Y se adivina un grupo de salvajes	Y se adivina un grupo de salvajes	11	4 5 6 10	4 6 10	Endecasílabo sáfico corto	0.9
chocano	Alrededor de luminosa hoguera...	Alrededor de luminosa hoguera...	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	La selva ciñe en su profundo duelo	La selva ciñe en su profundo duelo	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Por corona el relámpago fulgente,	Por corona el relámpago fulgente,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Que el ala bate en el negror del cielo,	Que el ala bate en el negror del cielo,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	¡Hasta que el sol, al verla de soslayo,	¡Hasta que el sol, al verla de soslayo,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Funde, para corona de su frente.	Funde, para corona de su frente.	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	Siete colores en un solo rayo!...	Siete colores en un solo rayo!...	11	1 4 7 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	Si el espacio se encuentra oscuro y frío	Si el espacio se encuentra oscuro y frío	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	del alto azul tras el ficticio velo,	del alto azul tras el ficticio velo,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	tú, que en los ojos tienes todo un cielo,	tú, que en los ojos tienes todo un cielo,	11	1 4 6 8 9 10	1 4 6 8 10	Endecasílabo sáfico pleno	0.9
chocano	tienes tras de los ojos el vacío...	tienes tras de los ojos el vacío...	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	Tras el velo celeste ¡oh, amor mío!	tras el velo celeste   oh amor mío	11	3 6 8 9 10	3 6 8 10	Endecasílabo melódico largo	0.9
chocano	existe un Dios para el creyente anhelo;	existe un Dios para el creyente anhelo;	11	2 3 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	y los astros, sin fin, tienden el vuelo;	y los astros, sin fin, tienden el vuelo;	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	donde el reino de Dios niega el impío...	donde el reino de Dios niega el impío...	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	Pero tú siempre, con imbécil calma,	Pero tú siempre, con imbécil calma,	11	3 4 8 10	4 8 10	Endecasílabo sáfico puro	0.9
chocano	yerta al placer y yerta a los enojos,	yerta al placer y yerta a los enojos,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	inmóvil, muestras la aridez de tu alma.	inmóvil, muestras la aridez de tu alma.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Y así detrás de tus pupilas bellas,	Y así detrás de tus pupilas bellas,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	y así detrás de tus azules ojos	y así detrás de tus azules ojos	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	¡hay un cielo sin Dios y sin estrellas!	hay un ci~elo sin dios y sin estrellas	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	A veces, cuando pienso que no es nada	A veces, cuando pienso que no es nada	11	2 6 9 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	la grandeza más alta de la vida,	la grandeza más alta de la vida,	11	3 5 6 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	rasgar quiero las vendas de mi herida	rasgar quiero las vendas de mi herida	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y bajo el firme pie quebrar mi espada.	y bajo el firme pie quebrar mi espada.	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
chocano	Cuando a veces, después de la jornada,	Cuando a veces, después de la jornada,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	llego a ver que el estímulo se olvida,	llego a ver que el estímulo se olvida,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	admiro el audaz paso del suicida,	admiro el audaz paso del suicida,	11	2 5 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	conquistador de la verdad callada...	conquistador de la verdad callada...	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Veré desde hoy, por eso, indiferente	Veré desde hoy, por eso, indiferente	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	al héroe que su diestra hunde en la brasa	al hér#e que su diestra hunde en la brasa	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y al que defiende con su diestra un puente	y al que defiende con su diestra un puente	11	4 8 9 10	4 8 10	Endecasílabo sáfico puro	0.9
chocano	que ante la ley que lo sojuzga todo,	que ante la ley que lo sojuzga todo,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	no es mérito el dejar cuando se pasa	no es mérito el dejar cuando se pasa	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	estampadas las huellas en el lodo.	estampadas las huellas en el lodo.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Ya sin odio ni amor, la fe perdida,	Ya sin odio ni amor, la fe perdida,	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
chocano	la sonrisa borrada y seco el llanto,	la sonrisa borrada y seco el llanto,	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	cuando duerme Saúl le corto el manto	cuando duerme Saúl le corto el manto	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	y prosigo mi marcha imerrumpida...	y prosigo mi marcha imerrumpida...	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	¿Para qué la venganza? Ya la herida	¿Para qué la venganza? Ya la herida	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	se olvidó del puñal... ¡Ya el postrer canto	se olvidó del puñal... ¡Ya el postrer canto	11	3 6 7 9 10	3 6 10	Endecasílabo melódico puro	0.8
chocano	el cisne, enfurecido del espanto	el cisne, enfurecido del espanto	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	lanzó sobre las charcas de la vida!	lanzó sobre las charcas de la vida!	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	Cansado ya de este combate recio,	Cansado ya de este combate recio,	11	2 4 5 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	todo lo juzgo y lo desprecio todo,	todo lo juzgo y lo desprecio todo,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	desde la excelsltud de mi desprecio;	desde la   excelsltud de mi desprecio	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	y mi desprecio en colosal marea,	y mi desprecio en colosal marea,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	sobre toda montaña sube un codo	sobre toda montaña sube un codo	11	3 6 8 9 10	3 6 8 10	Endecasílabo melódico largo	0.9
chocano	y sobre todo espíritu una idea...	y sobre todo espíritu una idea...	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
chocano	Tu alma no está, como tu cuerpo, inerte.	Tu alma no está, como tu cuerpo, inerte.	11	1 3 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	Cuando te veo muda y pensativa,	Cuando te veo muda y pensativa,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	con la dureza de una estatua viva,	con la dureza de una estatua viva,	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
chocano	me pareces el Ángel de la Muerte...	me pareces el Ángel de la Muerte...	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Eres, fingiendo, por contraria suerte,	Eres, fingiendo, por contraria suerte,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	dócil, flexible y a la vez esquiva:	dócil flexible y   a la vez esquiva	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	si dócil como el junco eres altiva,	si dócil como el junco eres altiva,	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	flexible como el látigo eres fuerte.	flexible como el látigo eres fuerte.	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	Sé que me amas y finges que no me amas.	Sé que me amas y finges que no me amas.	11	1 3 6 9 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	¿Cuál pensamiento entre tu mente gira	¿Cuál pensamiento entre tu mente gira	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	que bajo de la nieve oculta llamas?	que bajo de la nieve oculta llamas?	11	6 8 10	6 8 10	Endecasílabo vacío pleno tipo 1	1.0
chocano	Lo sé: finges desdén, me muestras duda,	Lo sé: finges desdén, me muestras duda,	11	2 3 6 8 10	2 6 8 10	Endecasílabo heroico largo	0.9
chocano	mientes, sí; porque a veces la mentira	mientes, sí; porque a veces la mentira	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	es el rubor de la Verdad desnuda!...	es el rubor de la Verdad desnuda!...	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Eres fría; y así como los yesos	eres fría y   así como los yesos	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	que en trepadora red ostentan flores,	que en trepadora red ostentan flores,	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
chocano	te enfatúas de tus galas exteriores,	te enfatús de tus galas exteriores	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	bella envoltura de mezquinos huesos...	bella envoltura de mezquinos huesos...	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Ayer me amaste, hoy me desdeñas. Esos	Ayer me amaste, hoy me desdeñas. Esos	11	2 4 5 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	que se afanan por ser mis sucesores,	que se afanan por ser mis sucesores,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	mi amor repetirán con sus amores,	mi amor repetirán con sus amores,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	porque te besarán sobre mis besos...	porque te besarán sobre mis besos...	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	Pero borra mi nombre de tu historia	Pero borra mi nombre de tu historia	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	ya que flo tuvo tu pasión ternura,	ya que flo tuvo tu pasión ternura,	11	1 3 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	ya que no tiene tu desdén memoria.	ya que no tiene tu desdén memoria.	11	1 3 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	Lamenta sólo tu primer fracaso;	Lamenta sólo tu primer fracaso;	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	porque antes que la sed que el vaso apura	porque antes que la sed que el vaso apura	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	terminose el licor... ¡se rompió el vaso!	terminose el licor... ¡se rompió el vaso!	11	3 6 9 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	El bardo melenudo y decadente	El bardo melenudo y decadente	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	se pasó sutilísima y ligera	se pasó sutilísima y ligera	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	la mano por la blonda cabellera,	la mano por la blonda cabellera,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	y se la alborotó sobre la frente.	y se la alborotó sobre la frente.	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	Plegó después el labio sonriente;	plegó después el labio sonri~ente	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	alzó los ojos a la azul esfera;	alzó los ojos a la azul esfera;	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	y con voz melodiosa y plañidera	y con voz melodiosa y plañidera	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	rompió el silencio de la absorta gente.	rompió el silencio de la absorta gente.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Y dijo sus estrofas. Nadie pudo	Y dijo sus estrofas. Nadie pudo	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	sorprender los oscuros simbolismos,	sorprender los oscuros simbolismos,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	ni salió nadie del asombro mudo.	ni salió nadie del asombro mudo.	11	3 4 8 10	4 8 10	Endecasílabo sáfico puro	0.9
chocano	De súbito estallaron las palmadas,	De súbito estallaron las palmadas,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	pero sonaron los aplausos mismos	pero sonaron los aplausos mismos	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	como si hubieran sido bofetadas...	como si hubieran sido bofetadas...	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Indolente y gentil como Afrodita	Indolente y gentil como Afrodita	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	ensayas las más lánguidas posturas;	ensayas las más lánguidas posturas;	11	2 5 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y en tu diván, mirando las alturas,	y en tu diván, mirando las alturas,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	eres el abandono que medita.	eres el abandono que medita.	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	Saltas, al eco de tu amor que grita;	Saltas, al eco de tu amor que grita;	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	vibras, al diapasón de tus locuras,	vibras, al diapasón de tus locuras,	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	que, en tus formas de lira, hay curvaturas	que, en tus formas de lira, hay curvaturas	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	de la sensualidad más exquisita.	de la sensualidad más exquisita.	11	6 7 10	6 10	Endecasílabo vacío puro	0.9
chocano	El voluble abanico, que en tu mano	El voluble abanico, que en tu mano	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	cándidamente y a compás se mece,	cándidamente y   a compás se mece	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	te da un tinte de amor extramundano;	te da un tinte de amor extramundano;	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y, bajo de la túnica, el pequeño	y, bajo de la túnica, el pequeño	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	pie en que termina tu beldad parece	pie en que termina tu beldad parece	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	ser el punto final de todo un sueño...	ser el punto final de todo un sueño...	11	1 3 6 8 9 10	1 3 6 8 10	Endecasílabo melódico pleno	0.9
chocano	Eres fría. A tus labios no se asoma	Eres fría. A tus labios no se asoma	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
chocano	ni la risa, ni el grito, ni la queja:	ni la risa, ni el grito, ni la queja:	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	estatua fueras en la Atenas vieja,	estatua fueras en la Atenas vieja,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
