n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
chocano	mujer no fueras en la vieja Roma.	mujer no fueras en la vieja Roma.	11	2 3 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	Como estatua de sal, si a veces toma	Como estatua de sal, si a veces toma	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	gesto vibrante el arco de tu ceja,	gesto vibrante el arco de tu ceja,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	es porque en tu pupila se refleja	es porque en tu pupila se refleja	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	el rojo incendio de infernal Sodoma.	el rojo incendio de infernal Sodoma.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	¡Tú desdeñaste a jóvenes de brío,	¡Tú desdeñaste a jóvenes de brío,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	y en matrimonio trágico y sombrío	y en matrimonio trágico y sombrío	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	a un anciano te uniste sin conciencia;	a un anciano te uniste sin conciencia;	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	y la justicia del amor burlado,	y la justicia del amor burlado,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	como que eres de sal, te ha condenado	como que eres de sal, te ha condenado	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	a que te lama el buey de la Impotencia!	a que te lama el buey de la Impotencia!	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Estaba ansioso de luchar. No en vano	Estaba ansioso de luchar. No en vano	11	2 4 8 9 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	se estremecía la vibrante espada	se estremecía la vibrante espada	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	por cruzar, en la lid, desenvainada,	por cruzar, en la lid, desenvainada,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	cual voladora sierpe en el oceano.	cual voladora sierpe en el ocano	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Más noble es ser torrente que pantano;	Más noble es ser torrente que pantano;	11	1 2 3 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.8
chocano	y era justo oponer en lucha airada	y era justo oponer en lucha airada	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
chocano	contra la oscuridad una mirada	contra la oscuridad una mirada	11	6 7 10	6 10	Endecasílabo vacío puro	0.9
chocano	y un amor puro contra el odio humano.	y un amor puro contra el odio humano.	11	1 3 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	Palpitando de horror, con ansias sumas,	Palpitando de horror, con ansias sumas,	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	mi corazón clavado de puñales	mi corazón clavado de puñales	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	sería un ave de aceradas plumas...	sería un ave de aceradas plumas...	11	2 3 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	¡Preciso era subir! Perdí la calma;	¡Preciso era subir! Perdí la calma;	11	2 3 6 8 10	2 6 8 10	Endecasílabo heroico largo	0.9
chocano	y me lancé a los ásperos breñales:	y me lancé a los ásperos breñales:	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	¡cuando a lo alto llegué, sólo era un alma!	¡cuando a lo alto llegué, sólo era un alma!	11	3 6 7 8 9 10	3 6 8 10	Endecasílabo melódico largo	0.8
chocano	Soñé que estaba muerto, Años hacía,	Soñé que estaba muerto, Años hacía,	11	2 4 6 7 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	durmiendo en paz las ansias de la guerra,	durmiendo en paz las ansias de la guerra,	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	me solazaba en abonar la tierra	me solazaba en abonar la tierra	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	que con amor de madre me cubría...	que con amor de madre me cubría...	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Entre mi tumba estrecho me sentía;	Entre mi tumba estrecho me sentía;	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	y, como el león que el domador encierra	y como el l#ón que el domador encierra	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	contra la jaula con furor se aferra,	contra la jaula con furor se aferra,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	yo, viviendo otra vez, sobresalía.	yo, viviendo otra vez, sobresalía.	11	1 3 4 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	Vi también que, por leyes misteriosas,	Vi también que, por leyes misteriosas,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	de las carnes brotaban los gusanos,	de las carnes brotaban los gusanos,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	pero que se tornaban mariposas...	pero que se tornaban mariposas...	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	Súbito, no vi nada: era un abismo;	Súbito, no vi nada: era un abismo;	11	1 4 5 6 7 8 10	1 4 6 8 10	Endecasílabo sáfico pleno	0.8
chocano	cegué; me estremecí; tendí las manos;	cegué; me estremecí; tendí las manos;	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	¡y caí desplomado... entre mí mismo!	¡y caí desplomado... entre mí mismo!	11	3 6 9 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	El desdén de los dioses no hace galas	El desdén de los dioses no hace galas	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	de poder, ni de cólera al protervo:	de poder, ni de cólera al protervo:	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	César desdeña el odio de su siervo.	César desdeña el odio de su siervo.	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	¡A odio con arpón, desdén con alas!	a   odio con arpón desdén con alas	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	Puede el odio trepar por sus escalas	Puede el odio trepar por sus escalas	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	hasta el santuario que a mi amor reservo;	hasta el santuario que a mi amor reservo;	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	mas yo he de ver al pavoroso cuervo	mas yo he de ver al pavoroso cuervo	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	rodar sin fuerzas a los pies de Palas...	rodar sin fuerzas a los pies de Palas...	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Jamás importarán a mis enojos	Jamás importarán a mis enojos	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	nada la ingratitud, nada el mal paga,	nada la ingratitud, nada el mal paga,	11	1 6 7 9 10	1 6 10	Endecasílabo enfático puro	0.8
chocano	nada los cuervos sacadores de ojos;	nada los cuervos sacadores de ojos;	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	que en mi alma se desploman los insultos,	que en mi alma se desploman los insultos,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	como peñascos en proiundo lago,	como peñascos en pro~iundo lago	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	¡que ha de guardarlos para siempre ocultos!...	¡que ha de guardarlos para siempre ocultos!...	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	¿Quiénes son, dónde están los que han querido	¿Quiénes son, dónde están los que han querido	11	1 3 4 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	0.9
chocano	mancillar mi honradez con su impostura?	mancillar mi honradez con su impostura?	12	3 7 11	-	Dodecasílabo	1.0
chocano	Hay nieves y no fangos en mi altura;	Hay nieves y no fangos en mi altura;	11	1 2 5 6 10	2 6 10	Endecasílabo heroico puro	0.8
chocano	águilas, no serpientes en mi nido...	águilas, no serpientes en mi nido...	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	Ellos, los que han mi corazón herido,	Ellos, los que han mi corazón herido,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	me han coronado de inmortal ventura;	me han coronado de inmortal ventura;	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	¡que si el arma enemiga es tan impura,	¡que si el arma enemiga es tan impura,	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	más noble que vencer es ser vencido!	más noble que vencer es ser vencido!	11	1 2 6 7 8 10	2 6 8 10	Endecasílabo heroico largo	0.8
chocano	Gocen los viles, que con torpe saña	Gocen los viles, que con torpe saña	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	sentirán, acosándome en el monte,	sentirán, acosándome en el monte,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	bajo sus garras renacer mi entraña;	bajo sus garras renacer mi entraña;	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	que si un día naufragan sus ideales,	que si un día naufragan sus idales	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	¡cruzaré como nave el horizonte	¡cruzaré como nave el horizonte	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	sin oír gritos y sin ver señales!...	sin oír gritos y sin ver señales!...	11	3 4 8 10	4 8 10	Endecasílabo sáfico puro	0.9
chocano	Hoy te censuran con brutal crudeza	Hoy te censuran con brutal crudeza	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	los que ayer te ensalzaron a porfía:	los que ayer te ensalzaron a porfía:	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	se quiere descubrir la Hipocresía,	se quiere descubrir la Hipocresía,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	tratando en vano de mentir franqueza.	tratando en vano de mentir franqueza.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	El odio mismo que a hostigarte empieza,	El odio mismo que a hostigarte empieza,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	ficción de teatro y trampa de falsía,	ficción de t#átro y trampa de falsía	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	es el casco de honor y bizarría	es el casco de honor y bizarría	12	1 3 7 11	-	Dodecasílabo	1.0
chocano	con que cubre la Envidia su cabeza.	con que cubre la Envidia su cabeza.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	No te arredre la estúpida comparsa;	No te arredre la estúpida comparsa;	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	porque tú siempre arrollarás la farsa,	porque tú siempre arrollarás la farsa,	11	3 4 8 10	4 8 10	Endecasílabo sáfico puro	0.9
chocano	al soplo de huracán de tus castigos...	al soplo de huracán de tus castigos...	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	¡Vencerías también, si al fin murieras;	¡Vencerías también, si al fin murieras;	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	porque yo sé que el día en que tú mueras	porque yo sé que el día en que tú mueras	11	3 4 6 9 10	3 6 10	Endecasílabo melódico puro	0.8
chocano	te tienen que llorar sus enemigos!...	te tienen que llorar sus enemigos!...	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	Adórente los ciegos de la idea;	Adórente los ciegos de la idea;	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	los que no hallan en ti sino ternura	los que no hallan en ti sino ternura	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	y amor para tu débil creatura,	y amor para tu débil creatura,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	que aunque es tu creatura también crea.	que aunque es tu creatura también crea.	11	2 6 9 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	¿Quién provoca la lucha gigantea,	¿Quién provoca la lucha gigantea,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	si no eres tú, de nuestra vida impura?	si no eres tú, de nuestra vida impura?	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	¿Quién agrega el hastío a la ventura	¿Quién agrega el hastío a la ventura	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	y en deshacer lo que hace se recrea?	y en deshacer lo que hace se recrea?	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Madre Natura, como un templo en ruina,	Madre Natura, como un templo en ruina,	11	1 4 7 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	abandonado y sin cimientos fijos	abandonado y sin cimientos fijos	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	al fondo del desprecio te derrumbas;	al fondo del desprecio te derrumbas;	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	¡porque tú eres la eterna Mesalina,	¡porque tú eres la eterna Mesalina,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	que se revuelca con sus propios hijos	que se revuelca con sus propios hijos	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	en el lecho incestuoso de las tumbas!	en el lecho incestuoso de las tumbas!	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Y habló el Pegaso, y dijo: —Yo no daré mis crines	Y habló el Pegaso, y dijo: —Yo no daré mis crines	14	2 4 6 8 9 11 13	-	Alejandrino	1.0
chocano	Para arcos gemidores de trémulos violines,	Para arcos gemidores de trémulos violines,	14	2 6 9 13	-	Alejandrino	1.0
chocano	Sino para que triunfen, como penacho fiero,	Sino para que triunfen, como penacho fiero,	14	6 11 13	-	Alejandrino	1.0
chocano	Sobre la bizarría de un casco de guerrero.	Sobre la bizarría de un casco de guerrero.	14	6 8 9 13	-	Alejandrino	1.0
chocano	Mis alas son banderas, que excelsos paladines	Mis alas son banderas, que excelsos paladines	14	2 4 6 9 13	-	Alejandrino	1.0
chocano	Quisieran como gloria de su blasón severo;	Quisieran como gloria de su blasón severo;	14	2 6 11 13	-	Alejandrino	1.0
chocano	En mi relincho tiemblan los épicos clarines;	En mi relincho tiemblan los épicos clarines;	14	4 6 9 13	-	Alejandrino	1.0
chocano	Y bajo mis galopes hay músicas de acero...	Y bajo mis galopes hay músicas de acero...	14	6 8 9 13	-	Alejandrino	1.0
chocano	Al enarcar las alas, se encrespa y embravece	al enarcar las alas se encrespa y   embravece	14	4 6 9 13	-	Alejandrino	1.0
chocano	La crin sobre mi cuello, que en su perfil parece	La crin sobre mi cuello, que en su perfil parece	14	2 6 11 13	-	Alejandrino	1.0
chocano	un arpa: en el cordaje vibra solemne oda...	un arpa en el cordaje vibra solemne   oda	14	1 2 6 8 11 13	-	Alejandrino	1.0
chocano	Y al sacudir las alas, el ojo parpadea;	Y al sacudir las alas, el ojo parpadea;	14	4 6 9 13	-	Alejandrino	1.0
chocano	Y, de mi cuello a mi anca, la piel rápida ondea	Y, de mi cuello a mi anca, la piel rápida ondea	15	4 7 10 11 14	-	Pentadecasílabo	1.0
chocano	Cual si una sola arruga la recorriese toda...	Cual si una sola arruga la recorriese toda...	14	2 4 6 11 13	-	Alejandrino	1.0
chocano	Y habló el poeta, y dijo: —Conozco tus vigores,	Y habló el poeta, y dijo: —Conozco tus vigores,	14	2 4 6 9 13	-	Alejandrino	1.0
chocano	Y aplaudo el ritmo en que hablan tus cascos habladores;	Y aplaudo el ritmo en que hablan tus cascos habladores;	15	2 4 7 10 14	-	Pentadecasílabo	1.0
chocano	Sé de tu vuelo el rumbo por el Azul, a modo	Sé de tu vuelo el rumbo por el Azul, a modo	14	1 4 6 11 13	-	Alejandrino	1.0
chocano	De un paso de conquista que lo conquista todo;	De un paso de conquista que lo conquista todo;	14	1 2 6 11 13	-	Alejandrino	1.0
chocano	Y asiéntome en tu anca, que orlada con mil flores,	y asiéntome en tu anca que   orlada con mil flores	14	2 5 9 12 13	-	Alejandrino	1.0
chocano	Es redondez y es lustre como obra de escultores;	Es redondez y es lustre como obra de escultores;	14	1 4 5 6 9 13	-	Alejandrino	1.0
chocano	Y engriome en tu escape y en la carrera beodo	Y engriome en tu escape y en la carrera beodo	14	2 5 10 13	-	Alejandrino	1.0
chocano	Tiendo sobre tu mármol mi humanidad de lodo...	Tiendo sobre tu mármol mi humanidad de lodo...	14	1 6 11 13	-	Alejandrino	1.0
chocano	¡Y bien! Dame una sola de tus sonoras crines,	¡Y bien! Dame una sola de tus sonoras crines,	14	2 3 4 6 11 13	-	Alejandrino	1.0
chocano	Para ajustarla a un arco, no de arrullar violines	Para ajustarla a un arco, no de arrullar violines	14	4 5 6 8 11 13	-	Alejandrino	1.0
chocano	Sino de flechar verbos en desatada lidia.	Sino de flechar verbos en desatada lidia.	14	5 6 11 13	-	Alejandrino	1.0
chocano	¡Ya de tu recia cola, ya de tu cuello rudo,	¡Ya de tu recia cola, ya de tu cuello rudo,	14	1 4 6 8 11 13	-	Alejandrino	1.0
chocano	Dame una de tus crines; que quiero hacer un nudo	Dame una de tus crines; que quiero hacer un nudo	14	1 2 6 9 11 12 13	-	Alejandrino	1.0
chocano	Para que tenga su horca la lengua de la Envidia!...	Para que tenga su horca la lengua de la Envidia!...	15	4 7 10 14	-	Pentadecasílabo	1.0
chocano	Para beber inspiración, me afano	Para beber inspiración, me afano	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	por merecer la copa de diamante	por merecer la copa de diamante	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	que escancian Hebe a Júpiter Tonante	que escancian Hebe a Júpiter Tonante	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	entre las pompas del festín pagano.	entre las pompas del festín pagano.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Mas ¡ah! tampoco me recuerdo en vano	Mas ¡ah! tampoco me recuerdo en vano	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	de la Samaritana, que anhelante	de la Samaritana, que anhelante	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	se inclina, con el ánfora delante,	se inclina, con el ánfora delante,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	sobre la frente del amor cristiano...	sobre la frente del amor cristiano...	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Hebe triunfa en el fúlgido concierto;	Hebe triunfa en el fúlgido concierto;	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	y la Samaritana halla ventura	y la Samaritana halla ventura	11	6 7 10	6 10	Endecasílabo vacío puro	0.9
chocano	en mitigar las ansias del desierto.	en mitigar las ansias del desierto.	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Así mi numen escanciar desea,	Así mi numen escanciar desea,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	más que la copa de la Forma pura,	más que la copa de la Forma pura,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	el ánfora profunda de la Idea.	el ánfora profunda de la Idea.	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	No es demás que el volcán proteste, y brame,	No es demás que el volcán proteste, y brame,	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
chocano	y salte de su asiento; no es en vano,	y salte de su asiento; no es en vano,	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
